Name,Author,Category,Created,Date,Finished,Image,Related to References (Source),Tags,Type
"Posting photos on Facebook: The impact of Narcissism, Social Anxiety, Loneliness and Shyness","Graham G. Scott (https://www.notion.so/Graham-G-Scott-f2068e21f68244638a3f236149d27786?pvs=21), Kamila Czerniawska (https://www.notion.so/Kamila-Czerniawska-47a0bd5eb69e436c8bf56e48afd7e8c7?pvs=21)",Psychopathology,"August 23, 2023 12:05 AM",,No,,,,Study
Principles of Animal Physiology,,Biology,"February 22, 2023 1:38 PM",,No,,,,Textbook
Propaganda,Edward Bernays (https://www.notion.so/Edward-Bernays-97d4982600374bb5a0362fdf92042637?pvs=21),"Economy, Politics, Sociology","August 22, 2023 10:58 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Propaganda%20e109c77613414e8997edcfd70bea9b26/81q9Yhwl4rL._AC_UF10001000_QL80_.jpg,,,Semi-popular
Psychology of Liberation,Martiza Montero (https://www.notion.so/Martiza-Montero-4af41d57d3f545279dd2a8d73901da9f?pvs=21),Sociology,"August 22, 2023 11:01 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Psychology%20of%20Liberation%206e96a22677134ca287e9344d69dccbe1/978-0-387-85784-8.jfif,,,High culture
Psychotherapy for People Diagnosed with Schizophrenia,Andrew Lotterman (https://www.notion.so/Andrew-Lotterman-061dd83b756f4c989fb3c2566a6c7ea4?pvs=21),Psychopathology,"August 22, 2023 11:14 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Psychotherapy%20for%20People%20Diagnosed%20with%20Schizophre%207f0c07d796cb4507bfd51e3fa1c9776a/9780415690454.jpg,,,Manual / Guide
Requiem for the American Dream,Noam Chomsky (https://www.notion.so/Noam-Chomsky-3548e4d52f084fd0b118599fdc984e1b?pvs=21),"Economy, Sociology","February 22, 2023 12:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Requiem%20for%20the%20American%20Dream%201e182734ae924d6eb1f9dd1140120073/A1Yw0NrRGML.jpg,,,High culture
Revisiting Relational Coordination: A Systematic Review,Rendelle Bolton (https://www.notion.so/Rendelle-Bolton-9c07cb31a8e04ee4b6eb15ab2ab3ddb5?pvs=21),Organizational Management,"August 22, 2023 11:45 PM",,No,,,,Study
Rules for Radicals,Saul Alinsky (https://www.notion.so/Saul-Alinsky-5568122a450440ce88c51346ff2c8910?pvs=21),Politics,"August 22, 2023 10:55 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Rules%20for%20Radicals%20d790f418e1cf4de8b6a0b427c6a38f79/41amqF6ijHL._AC_UF10001000_QL80_.jpg,,,Semi-popular
Sadism Linked to Loneliness,Willem H. J. Martens (https://www.notion.so/Willem-H-J-Martens-a13e37c5db604a5e8d621d19278799e5?pvs=21),Psychopathology,"August 23, 2023 12:15 AM",,No,,,,Study
"Self-Discipline Gives Girls the Edge: Gender in Self-Discipline, Grades and Achievement Test Scores",Angela Lee Duckworth (https://www.notion.so/Angela-Lee-Duckworth-2cdb0cb8e22f4c4fb72336b8f05d5b6f?pvs=21),Psychology,"August 22, 2023 11:42 PM",,No,,,,Study
Selfie-Marketing: Exploring Narcissism and Self-Concept in Visual User-Generated Content on Social Media,,Psychopathology,"August 23, 2023 12:07 AM",,No,,,,Study
Servant leadership: A systematic review and call for future research,,Organizational Management,"August 22, 2023 11:41 PM",,No,,,,Study
Sexoholics Anonymous,,Psychopathology,"August 22, 2023 11:10 PM",,No,,,,Popular
Sexually explicit video games and online pornography - The promotion of sexual violence: A critial commentary,Marika Guggisberg (https://www.notion.so/Marika-Guggisberg-c94d1f214ae6413080d79ca5fc764e88?pvs=21),Psychopathology,"August 22, 2023 11:29 PM",,No,,,,Study
Social Confirmation of Dysphoria: Shared and Private Reactions to Depression,"Stephen Strack (https://www.notion.so/Stephen-Strack-74f093c2168e478d956dbfad09188291?pvs=21), James C. Coyne (https://www.notion.so/James-C-Coyne-d115fa3548ce40db9ed5a81f717a5ba9?pvs=21)","Psychology, Psychopathology, Sociology","August 22, 2023 11:24 PM",,No,,,,Study
"Stress, Appraisal, and Coping",Richard Lazarus (https://www.notion.so/Richard-Lazarus-4c62c2902f3c47549f374a12be477564?pvs=21),"Cognitive psychology, Psychology","August 22, 2023 11:05 PM",,No,"Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Stress,%20Appraisal,%20and%20Coping%2027e2a9e2d7954abd8c4847df8dc3b44b/61dJaWgr0RL._AC_UF8941000_QL80_.jpg",,,High culture
Teamwork as Self-Disciplining Device,Matthias Fahn (https://www.notion.so/Matthias-Fahn-80d297773ab94e7d9f124283715fff17?pvs=21),"Organizational Management, Psychology","August 22, 2023 11:43 PM",,No,,,,Study
The Art of War,Sun Tzu (https://www.notion.so/Sun-Tzu-07ea8d7dd582484b81e8e863816d6669?pvs=21),Politics,"August 22, 2023 11:08 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Art%20of%20War%20288050523d9d4b128648fd64666e264e/81sSqeasspL._AC_UF10001000_QL80_.jpg,,,Popular
The confidence game,Maria Konnikova (https://www.notion.so/Maria-Konnikova-332d3f34c9564e2694ed8934dd9a26f3?pvs=21),Psychopathology,"May 7, 2022 3:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20confidence%20game%2057591b0f6d0c4d2cb16b87557852570c/41ytBDuqOXL._SX313_BO1204203200_.jpg,"There’s always something to fall for, and always someone to do the falling. (https://www.notion.so/There-s-always-something-to-fall-for-and-always-someone-to-do-the-falling-8f8b3edc4ff9428aa8ad677022d75b8e?pvs=21), In his essay “Diddling,” Edgar Allan Poe describes the features of the swindler: “minuteness, interest, perseverance, ingenuity, audacity, nonchalance, originality, impertinence, and grin.” (https://www.notion.so/In-his-essay-Diddling-Edgar-Allan-Poe-describes-the-features-of-the-swindler-minuteness-intere-841844c20d0a45969887f4db3e3353ec?pvs=21), These people don’t care; they remain perfectly indifferent to the pain they cause, as long as they end up on top. (https://www.notion.so/These-people-don-t-care-they-remain-perfectly-indifferent-to-the-pain-they-cause-as-long-as-they-e-fcd0959062764fdb8aa94dafde4d2066?pvs=21), To a true psychopath, your suffering means nothing. There’s no empathy. There’s no remorse. There’s no guilt. When psychopaths experience something that would shock most people - disturbing images, for instance their pulse stays steady, their sweat glands normal, their heart rates low. (https://www.notion.so/To-a-true-psychopath-your-suffering-means-nothing-There-s-no-empathy-There-s-no-remorse-There-s--7d492408e9cc4600a34bba5c8a1fd2b9?pvs=21), People who experienced early life lesions in the polar and ventromedial cortex - areas implicated in psychopathy - begin to show behaviors and personality changes that very closely mimic both psychopathy and the grift. Two such patients, for instance, showed a newfound tendency to lie, manipulate, and break the rules. Others described them as “lacking empathy, guilt, remorse, and fear, and . . . unconcerned with their behavioral transgressions”. (https://www.notion.so/People-who-experienced-early-life-lesions-in-the-polar-and-ventromedial-cortex-areas-implicated-in-ca3f87b1f7424c2f9b76402aec9654eb?pvs=21), A narcissist will do everything necessary to preserve his image. (https://www.notion.so/A-narcissist-will-do-everything-necessary-to-preserve-his-image-06aad22d6a9a4baaa73cebf7c216f771?pvs=21), When Shelby Hunt and Lawrence Chonko gave the Machiavellianism scale to one thousand professional marketers, they found that over 10 percent scored in the highest possible range - and far, far above the population average. In other words, they were among the highest possessors of traits that hinged on manipulation and deception. (https://www.notion.so/When-Shelby-Hunt-and-Lawrence-Chonko-gave-the-Machiavellianism-scale-to-one-thousand-professional-ma-679b703cc8624ee1b643aa93c7dfe20f?pvs=21), Just over 20 percent of fraudsters say they simply want to hide bad news: their performance isn’t what it ought to be, they feel ashamed, and they truly believe that, with just a little wiggle room, they can get back on their feet and no one ever needs to know. (https://www.notion.so/Just-over-20-percent-of-fraudsters-say-they-simply-want-to-hide-bad-news-their-performance-isn-t-wh-4574efb434ff4540a7415977539a72b4?pvs=21), There’s no such thing as an innocent cutting of th ethical comer. Once you’ve decided to get on the sled, and have eased yourself over the edge of the hill, it’s too late to break. It starts with a small thing. A credit in a candy store. A fudged line in a financial statement. A rogue quote massaged ever so slightly to make your case more compelling. And lo and behold, nobody notices. And even though you thought it was just the once, because the circumstances were so extreme and you were in such a tight corner, those circumstances somehow never get any better. You’re always pressed for time, for money, for energy, for mental space. Always needing to do just a bit too much with a bit too little. And once you do it once, and successfully at that, the temptation to do it again, do it more, do it differently, grows. Rather than a cut corner, it becomes another tool in your arsenal. It’s like in the Mafia movies: the only one that matters is the first one you kill. After that, piece of cake. (https://www.notion.so/There-s-no-such-thing-as-an-innocent-cutting-of-th-ethical-comer-Once-you-ve-decided-to-get-on-the--1069db0bb97e4876aa19b4bdbb1d4289?pvs=21), A certain interloper caterpillar reliably received more food, better care, and more thorough protection than the ants whose home it nvaded. The caterpillars simply pretended to be queen ants: they had learned the distinction between worker and queen sounds, and now their pupae and larvae had evolved to make queen-like noises. Even when the ant colonies were low on food, the impostors would receive preferential treatment. After all, they were potential queens. Since then, the researchers have learned that at least twelve other species of butterfly employ the same technique. Mimic a queen, and let yourself be carried into the ants’ nest without raising so much as a foot or a wing in labor. (https://www.notion.so/A-certain-interloper-caterpillar-reliably-received-more-food-better-care-and-more-thorough-protect-dd31cd2768e44d56800a6a3f3832fbdb?pvs=21), It was evident that data for fifty-five papers had clear evidence of fraud; they either had been massaged or, in the egregious cases, were completely fabricated. Stapel had never even run many of the studies in question; he’d merely created the results that would support the theory that, he was sure, was accurate.  (https://www.notion.so/It-was-evident-that-data-for-fifty-five-papers-had-clear-evidence-of-fraud-they-either-had-been-mas-ed58a02250e84395a2f4fc2085445c03?pvs=21), Vctims tended to be more active in their online activities and gave out more personal informauon on social media - not just “No, duh” things like birth dates and phone numbers, but things like their daily activities, geo-tags and schedules, check-ins and tweets from specific restaurants or stores that made it easier to fake knowing them - or, in some cases, being them. (https://www.notion.so/Vctims-tended-to-be-more-active-in-their-online-activities-and-gave-out-more-personal-informauon-on--304181945e684520a6f4f9b10131f8a8?pvs=21), When it comes to predicting who will fall, personality generalities tend to go out the window. Instead, one of the factors that emerges is circumstance: it’s not who you are, byt where you happen to be at this particular moment in your life. If you’re feeling isolated or lonely, it turns out you’re particularly vulnerable. Likewise if you’re going through a job loss, divorce, serious injury, or other major life change; are experiencing a downturn in personal finances, or are concerned with being in debt. People in debt, in fact, are also more likely to fall for fraud that’s completely unrelated to finances, like weight-loss products. (https://www.notion.so/When-it-comes-to-predicting-who-will-fall-personality-generalities-tend-to-go-out-the-window-Inste-81e4952e5e524a08b6e449c63f3aa7c0?pvs=21), It’s often hard to calibrate your reading of social cues in a new environment, especially when that environment is unlike any you’ve previously encountered. Often, patient, levelheaded people will go a bit crazy in the wake of a major life change - we become more impulsive, less stable, riskier versions of ourselves. (https://www.notion.so/It-s-often-hard-to-calibrate-your-reading-of-social-cues-in-a-new-environment-especially-when-that--ce811e9e98a148e88c3a2c9e102fec65?pvs=21), Untitled (https://www.notion.so/910bcbfb26be4cfb8faa800f1fff2c69?pvs=21)",,Popular
The Crowd: A Study of the Popular Mind,Gustave Le Bon (https://www.notion.so/Gustave-Le-Bon-eb5d0a1d201b457d99f23a53a8e06b83?pvs=21),"Psychology, Sociology","August 22, 2023 10:57 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Crowd%20A%20Study%20of%20the%20Popular%20Mind%2000ec67fef41b41b083176dd134e69175/81k6kTaP5tL._AC_UF10001000_QL80_.jpg,,,High culture
The death of expertise,,Epistemology,"May 7, 2022 3:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20death%20of%20expertise%206daf020b819a4d719c5618eb4448a5d8/81Y7g3fRscL.jpg,,,
The destruction of time in pathological narcissism,Otto F. Kernberg (https://www.notion.so/Otto-F-Kernberg-f9500f054dd84f6eb59c3a03c732bfee?pvs=21),Psychopathology,"August 23, 2023 12:09 AM",,No,,,,Study
"The General Theory of Employment, Interest, and Money",Maynard Keynes (https://www.notion.so/Maynard-Keynes-941285bb347749c080fcca25de5a12df?pvs=21),Economy,"February 22, 2023 12:38 PM",,No,,,,High culture
The Gold Standard,Ari Gold (https://www.notion.so/Ari-Gold-1643129f72f74fb3afd0a0af7c709303?pvs=21),Sociology,"February 22, 2023 1:00 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Gold%20Standard%20628da1a186e441aa8f6ca097ed2d390e/hbg-title-9781472231222-8.webp,,,Fiction
The High Price of Materialism,Tim Kasser (https://www.notion.so/Tim-Kasser-25ffb84045bb4903bf41fe6634c620a6?pvs=21),"Ontology, Psychology, Psychopathology, Sociology","February 22, 2023 1:16 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20High%20Price%20of%20Materialism%20b45e90b8b2b3451292f5810df565a510/71FBBIpbzML.jpg,,,High culture
The Madonna-Whore Dichotomy: Men Who Perceive Women’s Nurturance and Sexuality as Mutually Exclusive Endorse Partiarchy and Show Lower Relationship Satisfaction,Orly Bareket (https://www.notion.so/Orly-Bareket-253e099151a54fe58ee31603ac26af85?pvs=21),Psychopathology,"August 22, 2023 11:32 PM",,No,,,,Study
The Meritocracy Trap,Daniel Markovits (https://www.notion.so/Daniel-Markovits-8931e7879c624684b13ccf7da1775246?pvs=21),"Economy, Sociology","February 22, 2023 12:48 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Meritocracy%20Trap%20fcfeeaa12e3c48df8640afd84c800404/41ozBJHHDgL.jpg,,,Semi-popular
The Neurotic Personality of Our Time,Karen Horney (https://www.notion.so/Karen-Horney-38da245d541b4c94b182d9c3fe025c9a?pvs=21),Psychopathology,"August 22, 2023 11:18 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Neurotic%20Personality%20of%20Our%20Time%208e0c155bdf3c46ac888c677bb02f816c/the-neurotic-personality-of-our-time.jpg,,,High culture
The New Ruthless Economy,Simon Head (https://www.notion.so/Simon-Head-0a0ec1b2572446009e69adb33ef2c8e4?pvs=21),Economy,"February 22, 2023 1:13 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20New%20Ruthless%20Economy%20214b21124b574ef5b27cd779fe756f9b/71nrznSmDkL.jpg,,,High culture
The Path to Purpose - How Young People Find Their Calling in Life,William Damon (https://www.notion.so/William-Damon-eebbd266bda44186a6ec63c78d7839b4?pvs=21),Ontology,"May 7, 2022 3:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Path%20to%20Purpose%20-%20How%20Young%20People%20Find%20Their%20%2021996ff046944fbd80dac8332d4b406b/BookCover-PathtoPurpose-lowrez_1.jpg,"Today’s noncommitment has no personal, social, or political point; it has no focus or objective. It’s neither a dedication toward something nor a reaction against something. It is, rather, an absence of something - a kind of empty space in parorama that, in other times and places has been filled with dynamic activity. (https://www.notion.so/Today-s-noncommitment-has-no-personal-social-or-political-point-it-has-no-focus-or-objective-It--f2bdb33279824a6eaedff8b23691edea?pvs=21)",,
The Prince,Niccolo Machiavelli (https://www.notion.so/Niccolo-Machiavelli-d9bc40a51e6843e9b06bc2f9668f7b4c?pvs=21),"Politics, Psychopathology","August 22, 2023 11:09 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Prince%2056bcc1348b014affb639846abcecba52/the-prince-13.jpg,,,High culture
The Psychopath Inside,James Fallon (https://www.notion.so/James-Fallon-622782b959134434a0242ce3fa502c59?pvs=21),Psychopathology,"August 22, 2023 11:20 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Psychopath%20Inside%20daca268b9f5f49fd8f322226fd7b11c1/91EfL4YoRmL._AC_UF10001000_QL80_.jpg,,,Popular
"The rekationship between addictive use of social media, narcissism, and self-esteem: Findings from a large national survey",Cecilie Schou Andreassen (https://www.notion.so/Cecilie-Schou-Andreassen-ad9db5f71a5a4e3890e2fb6f807a33e3?pvs=21),Psychopathology,"August 23, 2023 12:08 AM",,No,,,,Study
"The Role of Sexual, Sadistic, and Misogynistic Fantasy in Mass and Serial Killing",Jennifer L. Murray (https://www.notion.so/Jennifer-L-Murray-3702278f696d43739cb99177e1d8185b?pvs=21),Psychopathology,"August 22, 2023 11:30 PM",,No,,,,Study
The Scientific Credibility of Freud’s Theories and Therapy,Seymour Fisher (https://www.notion.so/Seymour-Fisher-7b542c0c2237490e9984ea46d577c5aa?pvs=21),Psychology,"August 22, 2023 10:49 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Scientific%20Credibility%20of%20Freud%E2%80%99s%20Theories%20and%200a3d47d349d24e2d81fd15359e5c4426/The_Scientific_Credibility_of_Freuds_Theories_and_Therapy.jfif,,,High culture
The second mountain,David Brooks (https://www.notion.so/David-Brooks-d7d68b0bfbf248b49a77d3abef40aafe?pvs=21),Ontology,"May 7, 2022 3:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20second%20mountain%20d4bd77e9617843fa8bc175e54da9dc13/81obEvs-WPL.jpg,"If you live life as a series of serial adventures, you will wander about the indeterminacy of your own passing feelings and your own changeable heart. Life will be a series of temporary moments, not an accumulating flow of accomplishment. You will lay waste to your powers, scattering them in all directions. You will be plagued by a fear of missing out. Your possibilities are endless, but your decision-making landscape is hopelessly flat (https://www.notion.so/If-you-live-life-as-a-series-of-serial-adventures-you-will-wander-about-the-indeterminacy-of-your-o-44b30acbc2db4ea9b15242a029372353?pvs=21), Every once in a while, I meet a person who radiates joy. But they live for others, and not for themselves. They’ve made unshakable commitments to family, a cause, a community, or a faith (https://www.notion.so/Every-once-in-a-while-I-meet-a-person-who-radiates-joy-But-they-live-for-others-and-not-for-thems-aa2877c022f4427197faccacd96bdcb7?pvs=21), Joy is not just a feeling, it can be an outlook (https://www.notion.so/Joy-is-not-just-a-feeling-it-can-be-an-outlook-76c3a676fec545b3b21166088fb0076f?pvs=21), On the first mountain, we all have to perform certain life tasks: establish an identity, separate from our parents, cultivate out talents, build a secure ego, and try to make a mark in the world. People climbing that first mountain spend a lot of time thinking about reputation management. They are always keeping score. How do I measure up? Where do I rank? As the psychologist James Hollis puts it, at that stage we have a tendency to think, I am what the world says I am. The goals on that first mountain are the normal goals that our culture endorses - nice home, nice family, nice vacations, good food, good friends, and so on. (https://www.notion.so/On-the-first-mountain-we-all-have-to-perform-certain-life-tasks-establish-an-identity-separate-fr-c9fe3ae6fd8b4e69ba2152d5667a0fc7?pvs=21), Some people get on the top of the first mountain, taste success, and find it... unsatisfying. “Is this all there is?” they wonder. They sense there must be a deeper journey they can take. (https://www.notion.so/Some-people-get-on-the-top-of-the-first-mountain-taste-success-and-find-it-unsatisfying-Is-th-0614da877fc44b5a8e8e8a80360542c9?pvs=21), People in the valley have been broken open. They have been reminded that they are not just the parts of themselves that they put on display. There is another layer to them they have been neglecting, a substrate where the dark wounds, and most powerful yearling live. (https://www.notion.so/People-in-the-valley-have-been-broken-open-They-have-been-reminded-that-they-are-not-just-the-parts-a03edc18703c4787ad672a9afae5cd57?pvs=21), They see deeper into themselves and realize that down in the substrate, flowing from all the tender places, there is a fundamental ability to care, a yearning to transcend the self and care for others. (https://www.notion.so/They-see-deeper-into-themselves-and-realize-that-down-in-the-substrate-flowing-from-all-the-tender--3206d2d41a4f483bbe117d07a478dfa0?pvs=21), When they were on their first mountain, their ego had some vision on what it was shooting for - some vision of prominence, pleasure, and success. Down in the valley they lose interest in the ego ideal. (https://www.notion.so/When-they-were-on-their-first-mountain-their-ego-had-some-vision-on-what-it-was-shooting-for-some-1f05ec4c10594280a1db734e24e3322e?pvs=21), The world tells them to want independence, but they want interdependence - to be enmeshed in a web of warm relationships. (https://www.notion.so/The-world-tells-them-to-want-independence-but-they-want-interdependence-to-be-enmeshed-in-a-web-o-9a8f4e4c0d2e42bfaa4cd5212c9361d3?pvs=21), If the first mountain is about building up the ego and defining the self, the second mountain is about shedding the ego and losing the self. If the first mountain is about acquisition, the second mountain is about contribution. If the first mountain is elitist - moving up - the second mountain is egalitarian - planting yourself amid those who need, and walking arm in arm with them. (https://www.notion.so/If-the-first-mountain-is-about-building-up-the-ego-and-defining-the-self-the-second-mountain-is-abo-2dc21886f7ac41fdaff81ec135fe83dd?pvs=21), Our society suffers from a crisis of connection, a crisis of solidarity. We live in a culture of hyper-individualism. There is always a tension between self and society, between the individual and the group. Over the past sixty years we have swung too far toward the self. The only way our is to rebalance, to build a culture that steers people toward relation, community, and commitment - the things we most deeply yearn for, yet undermine with our hyper-individualistic way of life (https://www.notion.so/Our-society-suffers-from-a-crisis-of-connection-a-crisis-of-solidarity-We-live-in-a-culture-of-hyp-df5f99c114824c5d98bf5420e5c2749c?pvs=21), I now think the rampant individualism of our current culture is a capastrophe. The emphasis on self-individual success, self-fulfillment, individual freedom, self-actualization - is a catastrophe. (https://www.notion.so/I-now-think-the-rampant-individualism-of-our-current-culture-is-a-capastrophe-The-emphasis-on-self--d0c7d2d5922345c38f75f72583bef7f1?pvs=21), When I look back generally on the errors and failures and sins of my life, they tend to be failures of omission, failures to truly show up for the people I should have been close to. Our marriage of twenty-seven years ended, and, in the wake of that failed commitment, I moved into an apartment. I relized I had a lot of friendships that didn’t run deep. Few people confided in me, because I did not give off a vibe that encouraged vulnerability. I was too busy, on the move. (https://www.notion.so/When-I-look-back-generally-on-the-errors-and-failures-and-sins-of-my-life-they-tend-to-be-failures--40c217459eee46a4b0929f55a2b84d39?pvs=21), Capitalism, the meritocracy, and modern social science have normalized selfishness; they have made it seem that the only human motives that are real are the self-interested ones - the desire for money, status, power. (https://www.notion.so/Capitalism-the-meritocracy-and-modern-social-science-have-normalized-selfishness-they-have-made-i-243595bab7b84e329acc008c1f7d5252?pvs=21), When a whole society is built around self-preoccupation, its members become separated from one another, divided and alienated. And that is what was happened to us. (https://www.notion.so/When-a-whole-society-is-built-around-self-preoccupation-its-members-become-separated-from-one-anoth-c085eb9a37f240b58199c62efcde1289?pvs=21), We walk in shoes too smal for us. We spend our days shooting for a little burst of approval or some small career victory. (https://www.notion.so/We-walk-in-shoes-too-smal-for-us-We-spend-our-days-shooting-for-a-little-burst-of-approval-or-some--703c6d4f165643fc8b2b9c6b5959ddd8?pvs=21), Joy is present when mother and baby are gazing adoringly into each other’s eyes, when a hiker is overwhelmed by beauty in the woods and feels at one with nature, when a gaggle of friends are dancing deliriously in unison. Joy often involves self-forgetting. (https://www.notion.so/Joy-is-present-when-mother-and-baby-are-gazing-adoringly-into-each-other-s-eyes-when-a-hiker-is-ove-49f171893bd44b7b8e7d9fc25c21b1c4?pvs=21), A narcissist can be happy, but a narcissist can never be joyful, because the surrender of self is the precise thing a narcissist can’t do. (https://www.notion.so/A-narcissist-can-be-happy-but-a-narcissist-can-never-be-joyful-because-the-surrender-of-self-is-th-badff7ae16f547c59ca5cd1831bab78a?pvs=21), Many young people are graduating into limbo. Floating and plagued by uncertainty, they want to know what specifically they should do with their lives. So tell them that the purpose of life is to be free, that freedom leads to hapiness, that they should look inside themselves, find their true inner passions, define their own values, do what they love. (https://www.notion.so/Many-young-people-are-graduating-into-limbo-Floating-and-plagued-by-uncertainty-they-want-to-know--3d0ec2f1ded14511a638c243d2b8a28f?pvs=21), Half of the college graduates feel they have no plan for their life. These are peak years for alcoholism and drug addiction. (https://www.notion.so/Half-of-the-college-graduates-feel-they-have-no-plan-for-their-life-These-are-peak-years-for-alcoho-dfc9239519464df7b9ea647cffd80776?pvs=21), How you spend your days is how you spend your life. If you spend your days merely consuming random experiences, you will begin to feel like a scattered consumer. If you want to sample something from every aisle in the grocery store of life, you turn yourself into a chooser, the sort of self-obsessed person who is always thinking about himself and his choices and is eventually paralyzed by self-consciousness. (https://www.notion.so/How-you-spend-your-days-is-how-you-spend-your-life-If-you-spend-your-days-merely-consuming-random-e-123b8b2e93c941d285d1a817f7b72137?pvs=21), In our society everything is in flux. We end up with “liquid modernity”. In the age of the smartphone, the friction costs involved in making or breaking any transaction or relationship approach zero. Nobody quite knows where they stand with one another. (https://www.notion.so/In-our-society-everything-is-in-flux-We-end-up-with-liquid-modernity-In-the-age-of-the-smartphon-320ee2cabe944f62981a155d747badc7?pvs=21)",,Popular
The Shock Doctrine,Naomi Klein (https://www.notion.so/Naomi-Klein-dc02333a6f5348c1b024149d9c956ca3?pvs=21),"Economy, Politics, Sociology","February 22, 2023 1:09 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Shock%20Doctrine%20da3cef72d73e47659e7b5ef29413bc61/91mis5HqTEL.jpg,,,Semi-popular
The Singular Analysis of the “Good For” Relation,Michael Hayes (https://www.notion.so/Michael-Hayes-36a3cbb2eaf4476c858916dc24ca4d3e?pvs=21),"Ontology, Psychology","August 23, 2023 12:03 AM",,No,,,,Study
The Social Lives of Animals,Ashley Ward (https://www.notion.so/Ashley-Ward-da469598ea704c0881d86def3dac4eab?pvs=21),Anthropology,"February 22, 2023 1:15 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/The%20Social%20Lives%20of%20Animals%207fe52286729b4953a8f750218cf3a0e6/81GjmN2FptL.jpg,,,Popular
Twelve Steps and Twelve Traditions,,Psychopathology,"August 22, 2023 11:20 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Twelve%20Steps%20and%20Twelve%20Traditions%20c5082df9efb2417da5333d6aec24c930/twelve-steps-and-twelve-traditions-1.jpg,,,Semi-popular
Violent Pornography: Mimetic Nihilism and the Eclipse of Differences,Richard B. Miller (https://www.notion.so/Richard-B-Miller-66ccba2d36f04f48a15fcc73ef50cbd5?pvs=21),Psychopathology,"February 22, 2023 1:03 PM",,No,,,,Study
